Project ID,School ID,Teacher ID,Teacher Project Posted Sequence,Project Type,Project Title,Project Essay,Project Subject Category Tree,Project Subject Subcategory Tree,Project Grade Level Category,Project Resource Category,Project Cost,Project Posted Date,Project Current Status,Project Fully Funded Date
2cabd7e7cc6b66e5402adf9c8a4b8f7c,06998731ddcf8766a93b12cd1c24220e,ca3c6f5f5bb5c40c03cde2e321bddb41,2,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Character Education, Literacy",Grades 6-8,Technology,$173.36,2015-05-13,Live,
79eb4168104556e5bee3eb791d181ee9,836390075cae9610c72c1fe372c22a16,80fb929673b6a09b1beaf6ac97fa7f04,2,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Literacy, Mathematics",Grades 3-5,Other,$1000.68,2013-03-05,Fully Funded,2013-04-09
afa415e56d20449666d06371d8e88ebb,e8e22743b65feea97d8242641ba362e7,14aeaf5ce63658c912d0498d718d4d05,3,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Character Education, Literacy",Grades 6-8,Technology,$974.04,2016-04-13,Live,
fe9fecaa6182f347533f5a72b64fa54a,7426b1934b7e6b3c87d292a698eeac2b,1963c26d6e218b099afd4015816bcb9f,1,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Applied Sciences, Literature & Writing",Grades 9-12,Supplies,$679.34,2015-07-18,Fully Funded,2015-08-18
6d4067f450032b3518578bafbac7e2b9,5fd231094140752caa44825950018b7b,ec48bf55afd380c42713582cf41ea3ac,4,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Character Education, Literacy",Grades PreK-2,Other,$235.19,2015-02-03,Expired,
f4e559e5962293480f5ae9d38e6e5003,ab85fd595463adc78fca7b6a8fc42092,dfa4bb9f5a856750692ac1391f4a8ca1,4,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Literacy, Mathematics",Grades 3-5,Technology,$245.04,2015-11-06,Expired,
39681c817b70c3b8a81fdec3279c658a,d86a646059a1120e1bb43332d8e7012f,c33a1f6c1d691fba5e187b248e676a01,3,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Applied Sciences, Literature & Writing",Grades PreK-2,Trips,$1400.72,2016-11-21,Fully Funded,2016-11-27
c32d4526b3e4110a45f50c522e2fbf77,59dcabd056febfb9ebe9e2074f199ec0,24ac2130deaf528d2e70983801902620,5,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language",Music,Grades PreK-2,Books,$1144.56,2014-03-17,Fully Funded,2014-04-17
5ebbcca5284bf9625744f59674222167,c6deb2f0530ac1c7b8ba83684fc77768,15bfbe9798a21f1c914dcfaef10013a7,1,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Literacy, Mathematics",Grades PreK-2,Books,$480.94,2016-09-17,Fully Funded,2016-10-23
45ee432d6a07f2137129cec79b69554d,1d2324e6832920b7c143f426372f871a,4882d73c1c6345ab6e0ed1e8585d3f86,5,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Literacy, Special Needs",Grades PreK-2,Supplies,$653.37,2016-05-12,Fully Funded,2016-05-17
36136e15f200c2614d29d1ab345512f7,4169b9fcc3a00c6f2321d1e1c47104c0,01fa964e1eb74b5653ffd3a24a193501,4,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,Music,Grades 9-12,Trips,$1085.14,2015-10-22,Live,
5aaab32fce6322b6ab05347fd556b37d,bdf66ba5dc9c96de65a674c212738a23,75b2745504cc3ede6fac16730ad45230,1,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Applied Sciences, Literature & Writing",Grades 9-12,Other,$505.32,2015-04-10,Fully Funded,2015-05-05
9e3d750df296d9f0cd2372c22bffe17b,eb7607c9b08a4895d4ffa66675c8e90d,d83020816fcc57dd168fae125ca260c9,1,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades 9-12,Trips,$210.11,2014-09-28,Fully Funded,2014-10-17
138d994c2b0abeddc77444cb5543fc3c,87d5b7be1d30d990a21b030782af085c,c6b6e4ade7ea8d5a31a3ac4d828c37e7,3,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,Music & The Arts,Music,Grades PreK-2,Supplies,$458.36,2013-12-22,Live,
a7cf705cc257cf73c29d782b2722796e,c5d95f51f387e1bd2d5972c6134a5a2f,c1235c9176c5a0dc7e7e7419a0c14035,5,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades 3-5,Technology,$311.34,2013-05-20,Fully Funded,2013-06-22
46510367cbdc43184d85a3d2a1a27485,81e0d4895a18e2a30e614bcd97674900,73b0a0917634c1694f76e38812fe28bf,1,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Literacy, Special Needs",Grades PreK-2,Books,$961.01,2015-11-05,Fully Funded,2015-12-09
cab4923bf44883858de7ad6c949077c2,7321bf6b0a8076ece5582e16bd29ede9,a6ded1d8925817b7cf501889e8b77f7b,2,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Applied Sciences, Literature & Writing",Grades 6-8,Books,$730.73,2014-12-05,Fully Funded,2015-01-11
3f6c21f70a0537f02c2cd22ba56895c6,707df251fdb1429e7010ed13b526b22d,28a397799c1c351785d2d0a686295b5d,3,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Applied Sciences, Literature & Writing",Grades 9-12,Technology,$1050.46,2013-04-18,Fully Funded,2013-04-27
adaa44ca8ed6ad5e18318aa354669d19,b9469bcf4082cbb948bddb3e62f5df2b,e806133cf6e39356a8149562da003f16,5,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Character Education, Literacy",Grades 6-8,Technology,$534.32,2016-09-05,Fully Funded,2016-09-18
15b02530f020e992b576255e98549f22,a4bbf962606e0e1c8f1584494f40c22f,20b71785d02ce0c154170a17caaa5bbe,5,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades 3-5,Books,$607.64,2014-01-05,Expired,
7c7c404ec422d03ef29a6339577bc55a,23377bbcfffe77c839feb99c31274148,d82c75654bb907ec13c1175427aa7cbc,1,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Literacy, Mathematics",Grades PreK-2,Technology,$1326.95,2016-06-19,Expired,
29890880277d1be96070b6a198e52499,c566aa81b15e54f6d4d307952e4bebc4,2a60c652e7147668cf1d7d3a9feefdff,4,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Special Needs",Grades 6-8,Other,$954.83,2015-07-09,Expired,
f73157494f3949a83d3a258288b4f474,e76adca978116802c8cc7cfecf01f944,ada584175e2ad32d31ab0b56d5c9fdc7,5,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Special Needs",Grades 9-12,Trips,$838.44,2013-11-28,Expired,
df7d0dd7236e16089acb394acd1f5318,7b07fd31a4244f230d5ba7cd400035f0,ef2ddcc48df661da5f07c1a5dfc620ce,1,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Literacy, Special Needs",Grades PreK-2,Supplies,$481.91,2015-11-18,Expired,
f24823ab177a8a5f6ffe33b3d4bf7a4b,737d1fb6d11376e038d77b9ae916da57,06d3db93ee33688d597e6845e27718c5,4,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades 3-5,Supplies,$640.63,2013-06-17,Fully Funded,2013-07-06
195d82f8ee4a9b5d519554e307374c86,55d596afa663d2cdb6f6dbf1d6d441cc,09ce3cfb2339ba1925637cc3ca97ebf5,3,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Applied Sciences, Literature & Writing",Grades 9-12,Trips,$107.35,2013-06-12,Fully Funded,2013-07-03
8c7e6f422646eaf9d5c0244d3735262d,871c08849bdf90f2ba2c0f19f0b2a5d1,49c10669c6b33fe61c76bdf66c5a6c93,2,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Character Education, Literacy",Grades 6-8,Other,$994.53,2016-06-29,Fully Funded,2016-07-08
7ff4cec6e7b7b4c6d6312a801c612ec2,a1c7cc8a04351b64893ad23298c3e3ca,b7f285723defa84993364f7e83efa9f3,2,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Character Education, Literacy",Grades 3-5,Supplies,$898.93,2014-01-19,Fully Funded,2014-02-26
f412436011536e995c508720f982f4e0,c952518581e03a5e8b48f49686abd4e7,0534a1018ddce71981f38dd4fd034ada,4,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Applied Sciences, Literature & Writing",Grades 3-5,Technology,$1146.24,2015-01-02,Fully Funded,2015-01-29
a0d572c8a837fe68bba205ca3dba6da8,bc3536df94f79dbac5811d2d1a89b71e,0b5995622227219f551ff086c1b5b5ca,3,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs",Music,Grades 9-12,Other,$984.43,2013-10-04,Fully Funded,2013-11-23
0977c513752a7d25f1901b7ec6b469ef,ca8622250b36e356339b77a84b1f0d7b,50cae32d0aba590ee2c328aa33107475,3,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades 9-12,Technology,$151.27,2016-08-17,Expired,
c7e53bbbdcb51c535b62a8df493e904d,54f90429a7de02ccdda4f4a70c3ce284,5e368127cca1b45c1fdd980a45f18619,4,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Applied Sciences, Literature & Writing",Grades 3-5,Supplies,$794.68,2015-10-16,Fully Funded,2015-12-11
15260718cd180a824447ceab84ef4324,6e3c453214348f626cac028cba220065,2e326567d284f54efebec0db9a3a6103,5,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Character Education, Literacy",Grades PreK-2,Technology,$1025.29,2014-09-20,Fully Funded,2014-11-02
b0946d2a2aa93b436d15f16fb7b8c1a5,0ad7c9a2727716ec59fefbbc71a3fad2,5a4153b3e95f176cdebac186ba108217,5,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Character Education, Literacy",Grades PreK-2,Other,$608.64,2016-10-23,Expired,
d942644c248d31ec07f8d4f0f3ea0184,702c1821c8040fb7ad973b679b89e5cb,3c6a3174113634a520509c6208e895d7,3,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades PreK-2,Trips,$314.81,2015-07-11,Fully Funded,2015-08-08
92ec89af13aec376c359810a71a6014c,65e58f345df06e8c878aaed9233ffc82,3fe68c9c4758367ba6499cdc507b9072,1,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Applied Sciences, Literature & Writing",Grades 9-12,Trips,$264.87,2014-06-18,Fully Funded,2014-07-06
b1a8b71f491b90e99ca3fbb3ff11c8ba,333ee3447dbf4bc1ffa623d0ea9e5c8d,12f5131ada52d2ee22bf18f51f652a87,4,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Character Education, Literacy",Grades 3-5,Technology,$1093.36,2016-02-01,Live,
d9f2dd0d4cc9f5f2e42e50374a552ea0,ed6522b4b5a5f8e6b6391f0428524385,cb2fafa32c913a7ca3404f08b34191b8,3,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Character Education, Literacy",Grades 6-8,Supplies,$431.43,2015-10-09,Fully Funded,2015-11-06
77a7e8b75e70f65f9280c5aa8dd4595b,2138afe08d38bbd8fba6abf7cdbcc653,10d4de39161237c9e25df9a89ca8a5c4,3,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades 9-12,Other,$1252.68,2013-06-01,Expired,
12fc7a87a4704d485128b9b1f8ede0ca,8471b4b0ae1b9f697740d83173318749,d43cdd6de0c1ff1e20da897258321ee4,5,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,Music,Grades 9-12,Trips,$1375.00,2013-04-24,Fully Funded,2013-06-01
2976aab22a26f7704ddb1b36272c0588,39b86bb2b596ca7cef4afa885299e505,84d67c4ff0df1684f28e41225894f7f1,3,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs",Music,Grades 3-5,Supplies,$975.03,2016-06-12,Live,
2b2bb8e9a417c09380a8a23d17eaec83,2779468594a53fdef10d27c89780c215,b87b63849fddde2ea8a2b7ad2bd3cdcd,5,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Character Education, Literacy",Grades PreK-2,Books,$163.65,2016-08-06,Live,
c4576cc335f789bca6b0745843c07d43,a394ed549e3c5a886aa56e6d92779574,a08dd21be3954cb17f7f6c0a07c0d116,5,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Applied Sciences, Literature & Writing",Grades 6-8,Other,$516.41,2013-05-30,Fully Funded,2013-06-14
76e5ae787bf7e1d36a662fce7089fc6d,24c778a59b4e164b5716dc2e343ada2a,51beb80eb7e6a14cdc8a49225005680f,3,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Literacy, Special Needs",Grades PreK-2,Technology,$438.43,2013-09-08,Fully Funded,2013-10-11
0cf477ef18c8a61624108e9a3f779cae,dd39d7936257a4a2f204be894a4b5563,f67294643f8ea40a6b0ae0e39d896047,2,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Literacy, Special Needs",Grades 6-8,Supplies,$797.57,2015-11-21,Fully Funded,2015-12-27
05eee1d47f53a88e4efc8248e10b1a47,8164ceec64ab851bf1fac6e7170d7507,3713b4663da06476f778c676750d112e,5,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Character Education, Literacy",Grades 3-5,Other,$936.53,2016-09-01,Fully Funded,2016-09-24
1b84edc3d8e049de0217ea0e896490ab,43b47ee5e1e89e7e22498f666e51484d,673ba8bdc38c1dec5da39a73ba3df7ff,3,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Character Education, Literacy",Grades 6-8,Technology,$874.51,2013-05-31,Fully Funded,2013-07-07
479bc6378cc36f3bc3affcfe734a6ca3,ae2e9af99f8cc29ffd350c5fd3479a3b,f99f070420f0156a1e6a66289c6d52d5,1,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Literacy, Special Needs",Grades 3-5,Supplies,$378.68,2015-11-09,Fully Funded,2015-12-16
2314d0c809f644050b9900340a4e2552,79474bfacdd0b4d4554227deb6adf48b,9b33e3a42620f9a974fd33d184f2fd0f,5,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Literacy, Mathematics",Grades 3-5,Supplies,$650.14,2016-06-16,Fully Funded,2016-07-28
827c9f8cd40ac5e981df6517561c9210,901bcdefb56ff8ce7d66971e88476c56,044251dbd0d4ea6779928faa4cbf131d,3,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Applied Sciences, Literature & Writing",Grades 3-5,Books,$935.67,2014-06-28,Live,
0d259caab8adad873a4045dd93dfd907,863417182ba6adb37afeb1149561c813,c64c96479ea7017cb89f7039a107cc46,4,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Character Education, Literacy",Grades PreK-2,Supplies,$126.51,2014-10-05,Fully Funded,2014-10-19
690e7e6234323ec6b0c4a01c69b7c0fa,eba742d29c89d374c66495a780773e33,bc5fd4ddd92f3c1edf70fb2a78bb22a5,1,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science",Music,Grades 3-5,Other,$835.67,2014-10-05,Expired,
57a2be4e887b03e5e980f80875ac824c,c5a11f5cad05b9125ab28d4a8bd88fcd,a4afe7bdae455cc6b88e830fde1e994a,3,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language",Music,Grades 6-8,Technology,$881.32,2014-04-06,Fully Funded,2014-05-30
b0b3901535102852b474634949fc2cd8,7ad465a15129950d7d2f4e58b47a1c5b,ef3a6f27ef06fccb8f7c1d59594b2a3a,3,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Literacy, Mathematics",Grades 9-12,Other,$1245.73,2013-10-27,Fully Funded,2013-11-03
143b45e3b6d1f6bbf48f709c49a22441,a7edc8d8713f8f8cec8be53758ab4778,36c7d6fa7aa4f052bf51936241a64fed,2,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Literacy, Mathematics",Grades 3-5,Supplies,$252.92,2016-04-16,Expired,
e7ba26acab7a3d1c0cfef6833e11bafe,3b9b2d45a35055e439c59df987f255d6,548e1f6b69ce1e4e19a692c90d700ea4,4,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Character Education, Literacy",Grades 6-8,Other,$1014.05,2015-09-02,Fully Funded,2015-10-18
4988e418f6c31218c1836315330f8be1,0f25477da55990e74910fade52380bf2,a6fd0cb116e6e5c0c4cb294fe86e8e63,5,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Character Education, Literacy",Grades 6-8,Other,$1335.14,2013-12-27,Fully Funded,2014-02-23
2fb21e667ed17aabc9b7c9bc65a16fa9,df4e713ef64e3dfcbfbeac7aefc59738,0997623ae0723d964a1a81f5ed10f004,1,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Literacy, Mathematics",Grades PreK-2,Technology,$498.39,2016-08-06,Live,
f0458043e3a68a707e710b558639bd41,77d0359e811414f8d9df0d0e225aed6c,1cd66b09cf0e6d2b315c167a45d8a6ad,3,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Special Needs",Grades 6-8,Books,$1131.27,2014-08-28,Live,
2ced3c0d317304b5c1dd484aaca58d95,e5a4983ba383889adb2c6ac89c678393,83e96ef46d7df5d0d3b59af767ce378f,3,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Character Education, Literacy",Grades 6-8,Supplies,$768.44,2014-05-24,Fully Funded,2014-06-14
c0f63229725d42593c4b1eec6231ee73,4d4c5280546252e7f43ba0524459bd6e,02ed73ce92a81713b90ed44b951c25d5,3,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,Music & The Arts,"Character Education, Literacy",Grades PreK-2,Other,$529.53,2015-04-11,Live,
b41c504fe346f415e5267a2bec50ace4,1e0ef546b0b6dedf4f9c4027c5144d98,4b87959ff0cd7f05ea87855ea38295d3,3,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,Music,Grades 6-8,Other,$314.46,2016-05-25,Fully Funded,2016-06-25
78883058e9ad0e9b8c9aa1e9b3b26337,aa0217d0cd4f8b2b899ac252c1e1b94a,3f59e4f2c3093b6e37e9d2e2d35ac07a,5,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Applied Sciences, Literature & Writing",Grades 3-5,Books,$1384.14,2013-08-18,Fully Funded,2013-10-15
33c08bf18167999fe723ada38c32bdb2,2a1f1b61265cb9d989628f6e929c93b3,711c767385351a69dabf984e53ff8461,1,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Applied Sciences, Literature & Writing",Grades PreK-2,Trips,$723.68,2013-04-24,Fully Funded,2013-05-07
905c7bdd74f0beae6a5943ce836435e3,ac3a812f765e6cb58f0d55400ec7d662,0592bfa5b928e23f4ee4334ece920136,4,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language",Music,Grades PreK-2,Books,$693.18,2016-12-05,Fully Funded,2017-01-13
e4eb8000ef40d1620f6ce9bffe7ee362,78d9a88aef0bea4ffc737d9211ab3d11,2e13418d68ab80ea497ec6d1081fc6dc,2,Teacher-Led,Technology in the Classroom,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Applied Sciences, Literature & Writing",Grades 9-12,Other,$625.90,2016-10-30,Live,
59077299dc3bbdd8a74e02a9220b9ea9,8989c5abfe2b34d82db0728d1e5ebe54,ba54e9202099d18087623997649f7d88,2,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language","Literacy, Special Needs",Grades 9-12,Trips,$693.78,2015-02-16,Expired,
27b608dc589decb075eb89c23f5cf2f3,e00da49deffa20023040413c4690fb15,083f64c31ce362f8c3f725feb99b2b5a,4,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Applied Learning, Literacy & Language",Music,Grades 6-8,Books,$241.26,2013-03-10,Fully Funded,2013-04-22
0c760d28df495037b40a9181ac09bdb7,66fadca00b531932bd9419aa3ea6e5b2,379ef4678a2db2e63bfda8a6705fddf5,1,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science","Literacy, Special Needs",Grades 6-8,Trips,$546.47,2016-05-09,Fully Funded,2016-05-29
fc568b5324acb722e05277394d406f1b,69df14e9389641dd8570b59fa903ae67,8e85140d0f9aeb7046707cd64ceda164,5,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Math & Science, Literacy & Language","Literacy, Mathematics",Grades 9-12,Books,$1461.21,2016-08-10,Fully Funded,2016-10-04
6a944054b2414482519894d886433603,605fb1eb4cc57e0d263320186883ac6e,7938878a89b5aab0c12169db2f12b150,2,Teacher-Led,Ukuleles For Middle Schoolers,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs",Music,Grades 9-12,Books,$887.34,2015-05-04,Live,
3e2bf9c9636f6e5c2253e70687ad8b26,a58e83dd548c1d84340de04941476506,d8ddbbc073253aa3ec170298143df5b3,3,Teacher-Led,Anti-Bullying Begins with Me,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Math & Science",Music,Grades PreK-2,Technology,$628.04,2016-05-23,Live,
302b783112a1fe7ddfa597220a1fc9df,b96c1163966be275c2fe8954cdfd9531,7ab99428378e65108f10d33eabe42e7d,2,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Character Education, Literacy",Grades 6-8,Supplies,$1446.91,2013-08-29,Fully Funded,2013-09-18
345af934b42a2d939aba0f15b2149062,8d55119e3d44cb2cea45ba416589ada1,61730c4848769153c68813fe52555c75,4,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Literacy, Special Needs",Grades 3-5,Technology,$817.94,2015-10-16,Fully Funded,2015-10-27
78308631b8f0188efb37afaecd8563ca,ea11905b51facefad6f89f7ac2fa1da8,69f753f1501ba8515ee68495340029c3,1,Teacher-Led,Reading is Fun,Lorem ipsum dolor sit amet classroom school...,Music & The Arts,Music,Grades PreK-2,Technology,$874.64,2016-04-11,Live,
27046f254b91b8cb6ae66582b852b3cd,613d2de93ae2802354720d2d32399ffb,7fd238c33ee82983d557424191ddb9bf,5,Teacher-Led,"Big Books, Flip Books",Lorem ipsum dolor sit amet classroom school...,"Literacy & Language, Special Needs","Applied Sciences, Literature & Writing",Grades 9-12,Other,$335.53,2014-12-23,Expired,
