Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
bdd640fb06671ad11c80317fa3b1799d,"gaiam kids stay-n-play balance ball, grey",44.0,398.73,Lakeshore Learning Materials
f143262fdc5c0eed8da0365bf89897b9,apple ipad wi-fi 32gb,8.0,135.61,Amazon Business
451b4cf36123fdf77656af7229d4beef,sony mdr zx100 blk headphones,17.0,437.49,Amazon Business
0e51f30dc6a7ee39c4b032ccd7c524a5,"gaiam kids stay-n-play balance ball, grey",41.0,137.81,
0e51f30dc6a7ee39c4b032ccd7c524a5,"serta lounger, mini, sky blue",10.0,171.39,Amazon Business
10f1bc81448aaa9e66b2bc5b50c187fc,scholastic classroom magazine subscription,1.0,271.53,Quill.com
23b8c1e9392456de3eb13b9046685257,"gaiam kids stay-n-play balance ball, grey",24.0,396.03,Lakeshore Learning Materials
759cde66bacfb3d00b1f9163ce9ff57f,sony mdr zx100 blk headphones,16.0,395.71,CDW-G
9a1de644815ef6d13b8faa1837f8a88b,heavy duty pencil sharpener,5.0,440.2,Blick Art Materials
f143262fdc5c0eed8da0365bf89897b9,cf520x - giant comfy pillows - set of 4,9.0,298.59,Blick Art Materials
6c307511b2b9437a28df6ec4ce4a2bbd,chair move and store cart,34.0,393.23,Quill.com
5be6128e18c267976142ea7d17be3111,scholastic classroom magazine subscription,45.0,94.51,Lakeshore Learning Materials
ab9099a435a240ae5af305535ec42e08,apple ipad wi-fi 32gb,2.0,5000.0,Quill.com
6b65a6a48b8148f6b38a088ca65ed389,"serta lounger, mini, sky blue",15.0,33.49,CDW-G
e27a984d654821d07fcd9eb1a7cad415,scholastic classroom magazine subscription,15.0,266.86,CDW-G
17fc695a07a0ca6e0822e8f36c031199,sony mdr zx100 blk headphones,15.0,34.99,CDW-G
fc377a4c4a15544dc5e7ce8a3a578a8e,"gaiam kids stay-n-play balance ball, grey",33.0,110.91,
5304317faf42e12f3838b3268e944239,"serta lounger, mini, sky blue",35.0,63.88,Blick Art Materials
366eb16f508ebad7b7c93acfe059a0ee,heavy duty pencil sharpener,16.0,354.16,Quill.com
1a2a73ed562b0f79c37459eef50bea63,"gaiam kids stay-n-play balance ball, grey",7.0,298.25,Lakeshore Learning Materials
a28defe39bf0027312476f57a5e5a5ab,crayola washable markers,30.0,389.41,CDW-G
7e570ddf827050a82369b584ff5e9ff0,"gaiam kids stay-n-play balance ball, grey",4.0,184.17,Lakeshore Learning Materials
b74d0fb132e706298fadc1a606cb0fb3,"serta lounger, mini, sky blue",13.0,89.64,Quill.com
4737819096da1dac72ff5d2a386ecbe0,crayola washable markers,12.0,128.95,Amazon Business
17fc695a07a0ca6e0822e8f36c031199,heavy duty pencil sharpener,36.0,48.57,
10f1bc81448aaa9e66b2bc5b50c187fc,sony mdr zx100 blk headphones,6.0,417.23,Amazon Business
6c307511b2b9437a28df6ec4ce4a2bbd,crayola washable markers,32.0,219.2,Quill.com
972a846916419f828b9d2434e465e150,cf520x - giant comfy pillows - set of 4,25.0,5.96,Quill.com
ec1b8ca1f91e1d4c1ff49b7889463e85,heavy duty pencil sharpener,19.0,193.24,
9132b63ef16287e4e9c349e03602f8ac,heavy duty pencil sharpener,10.0,89.5,Amazon Business
972a846916419f828b9d2434e465e150,scholastic classroom magazine subscription,4.0,337.85,CDW-G
972a846916419f828b9d2434e465e150,heavy duty pencil sharpener,33.0,414.13,Blick Art Materials
6c307511b2b9437a28df6ec4ce4a2bbd,sony mdr zx100 blk headphones,33.0,40.65,Amazon Business
17fc695a07a0ca6e0822e8f36c031199,"gaiam kids stay-n-play balance ball, grey",44.0,388.51,Quill.com
6b65a6a48b8148f6b38a088ca65ed389,"serta lounger, mini, sky blue",38.0,269.56,Blick Art Materials
9a1de644815ef6d13b8faa1837f8a88b,crayola washable markers,43.0,264.73,Blick Art Materials
a9488d990bbb259911ce5dd2b45ed1f0,chair move and store cart,14.0,303.03,Lakeshore Learning Materials
759cde66bacfb3d00b1f9163ce9ff57f,chair move and store cart,26.0,63.24,
3139d32c93cd59bf5c941cf0dc98d2c1,heavy duty pencil sharpener,21.0,418.41,CDW-G
bdd640fb06671ad11c80317fa3b1799d,heavy duty pencil sharpener,40.0,449.31,CDW-G
17fc695a07a0ca6e0822e8f36c031199,scholastic classroom magazine subscription,14.0,230.12,Amazon Business
ddd1dfb23b982ef8daf61a26146d3f31,"gaiam kids stay-n-play balance ball, grey",16.0,169.44,Amazon Business
3eabedcbbaa80dd488bd64072bcfbe01,scholastic classroom magazine subscription,20.0,277.2,
ce177b4e0837b8a3d261a7ab3aa2e4f9,sony mdr zx100 blk headphones,43.0,368.61,Lakeshore Learning Materials
ff50bde4382567b85cabcc97663f1c97,"gaiam kids stay-n-play balance ball, grey",9.0,122.69,CDW-G
988c24c961b1cd2262801c4510435a10,scholastic classroom magazine subscription,10.0,126.19,Blick Art Materials
5be6128e18c267976142ea7d17be3111,apple ipad wi-fi 32gb,14.0,310.94,Lakeshore Learning Materials
0e51f30dc6a7ee39c4b032ccd7c524a5,heavy duty pencil sharpener,17.0,407.87,CDW-G
9a1de644815ef6d13b8faa1837f8a88b,crayola washable markers,18.0,24.62,Lakeshore Learning Materials
f143262fdc5c0eed8da0365bf89897b9,cf520x - giant comfy pillows - set of 4,41.0,441.01,Amazon Business
988c24c961b1cd2262801c4510435a10,heavy duty pencil sharpener,36.0,319.02,Blick Art Materials
bdd640fb06671ad11c80317fa3b1799d,"gaiam kids stay-n-play balance ball, grey",5.0,425.55,
c241330b01a9e71fde8a774bcf36d58b,scholastic classroom magazine subscription,3.0,376.39,Blick Art Materials
9132b63ef16287e4e9c349e03602f8ac,cf520x - giant comfy pillows - set of 4,28.0,61.71,Lakeshore Learning Materials
7412b29347294739614ff3d719db3ad0,sony mdr zx100 blk headphones,23.0,98.48,Amazon Business
ff50bde4382567b85cabcc97663f1c97,"gaiam kids stay-n-play balance ball, grey",23.0,352.15,Quill.com
beb799193f22faf823bed01d43cf2fde,cf520x - giant comfy pillows - set of 4,16.0,389.75,Amazon Business
aefcfad8efc89849b3aa7efe4458a885,sony mdr zx100 blk headphones,12.0,332.77,Lakeshore Learning Materials
aefcfad8efc89849b3aa7efe4458a885,"serta lounger, mini, sky blue",18.0,75.84,
b74d0fb132e706298fadc1a606cb0fb3,crayola washable markers,3.0,387.07,Amazon Business
1a2a73ed562b0f79c37459eef50bea63,heavy duty pencil sharpener,23.0,140.81,Amazon Business
43b7a3a69a8dca03580d7b71d8f56413,sony mdr zx100 blk headphones,43.0,90.94,Lakeshore Learning Materials
4b0dbb418d5288f1142c3fe860e7a113,"gaiam kids stay-n-play balance ball, grey",18.0,161.26,Blick Art Materials
ab9099a435a240ae5af305535ec42e08,scholastic classroom magazine subscription,22.0,422.96,CDW-G
ec1b8ca1f91e1d4c1ff49b7889463e85,cf520x - giant comfy pillows - set of 4,38.0,433.33,Lakeshore Learning Materials
bd9c66b3ad3c2d6d1a3d1fa7bc8960a9,"gaiam kids stay-n-play balance ball, grey",39.0,198.38,
a9488d990bbb259911ce5dd2b45ed1f0,crayola washable markers,39.0,442.98,CDW-G
29a3b2e95d65a441d58842dea2bc372f,"serta lounger, mini, sky blue",17.0,24.75,Quill.com
bdd640fb06671ad11c80317fa3b1799d,scholastic classroom magazine subscription,35.0,310.65,
988c24c961b1cd2262801c4510435a10,"serta lounger, mini, sky blue",24.0,196.93,
fc377a4c4a15544dc5e7ce8a3a578a8e,apple ipad wi-fi 32gb,43.0,382.37,
3139d32c93cd59bf5c941cf0dc98d2c1,scholastic classroom magazine subscription,20.0,301.77,Lakeshore Learning Materials
ab9099a435a240ae5af305535ec42e08,chair move and store cart,36.0,61.64,Quill.com
ff50bde4382567b85cabcc97663f1c97,crayola washable markers,44.0,337.92,Amazon Business
beb799193f22faf823bed01d43cf2fde,chair move and store cart,26.0,248.83,CDW-G
3139d32c93cd59bf5c941cf0dc98d2c1,chair move and store cart,14.0,196.3,Blick Art Materials
24933b83757750a9a491f0b2ea1fca65,apple ipad wi-fi 32gb,30.0,201.59,
5be6128e18c267976142ea7d17be3111,scholastic classroom magazine subscription,31.0,358.21,
6c307511b2b9437a28df6ec4ce4a2bbd,"gaiam kids stay-n-play balance ball, grey",19.0,234.38,
beb799193f22faf823bed01d43cf2fde,apple ipad wi-fi 32gb,6.0,369.2,Amazon Business
7e570ddf827050a82369b584ff5e9ff0,chair move and store cart,15.0,363.92,Amazon Business
23b8c1e9392456de3eb13b9046685257,sony mdr zx100 blk headphones,16.0,442.85,Blick Art Materials
f143262fdc5c0eed8da0365bf89897b9,"gaiam kids stay-n-play balance ball, grey",30.0,189.43,
366eb16f508ebad7b7c93acfe059a0ee,"serta lounger, mini, sky blue",45.0,175.87,Quill.com
759cde66bacfb3d00b1f9163ce9ff57f,cf520x - giant comfy pillows - set of 4,42.0,310.99,CDW-G
f143262fdc5c0eed8da0365bf89897b9,crayola washable markers,1.0,12000.0,
ce177b4e0837b8a3d261a7ab3aa2e4f9,heavy duty pencil sharpener,4.0,253.05,CDW-G
451b4cf36123fdf77656af7229d4beef,cf520x - giant comfy pillows - set of 4,30.0,302.07,Blick Art Materials
24933b83757750a9a491f0b2ea1fca65,apple ipad wi-fi 32gb,29.0,277.63,
0e51f30dc6a7ee39c4b032ccd7c524a5,crayola washable markers,36.0,203.43,Amazon Business
988c24c961b1cd2262801c4510435a10,heavy duty pencil sharpener,29.0,120.34,Amazon Business
bf3c4c06434308bc89fa6a688fb5d27b,chair move and store cart,34.0,220.65,Amazon Business
4b0dbb418d5288f1142c3fe860e7a113,heavy duty pencil sharpener,5.0,322.53,Amazon Business
4b0dbb418d5288f1142c3fe860e7a113,apple ipad wi-fi 32gb,21.0,402.4,CDW-G
4737819096da1dac72ff5d2a386ecbe0,cf520x - giant comfy pillows - set of 4,15.0,175.45,Amazon Business
28f49481a0a04dc427209bdf1c11f735,"serta lounger, mini, sky blue",5.0,189.62,Lakeshore Learning Materials
10f1bc81448aaa9e66b2bc5b50c187fc,heavy duty pencil sharpener,27.0,32.71,Quill.com
29a3b2e95d65a441d58842dea2bc372f,sony mdr zx100 blk headphones,37.0,174.27,CDW-G
ddd1dfb23b982ef8daf61a26146d3f31,chair move and store cart,25.0,384.78,Quill.com
10f1bc81448aaa9e66b2bc5b50c187fc,scholastic classroom magazine subscription,39.0,404.53,Quill.com
43b7a3a69a8dca03580d7b71d8f56413,chair move and store cart,28.0,221.11,Quill.com
fc377a4c4a15544dc5e7ce8a3a578a8e,crayola washable markers,11.0,379.03,Amazon Business
beb799193f22faf823bed01d43cf2fde,scholastic classroom magazine subscription,2.0,408.58,Blick Art Materials
366eb16f508ebad7b7c93acfe059a0ee,sony mdr zx100 blk headphones,6.0,291.02,Amazon Business
451b4cf36123fdf77656af7229d4beef,cf520x - giant comfy pillows - set of 4,4.0,120.77,Lakeshore Learning Materials
5be6128e18c267976142ea7d17be3111,heavy duty pencil sharpener,21.0,155.19,Quill.com
4b0dbb418d5288f1142c3fe860e7a113,crayola washable markers,17.0,376.54,Quill.com
23b8c1e9392456de3eb13b9046685257,scholastic classroom magazine subscription,4.0,449.96,Lakeshore Learning Materials
43b7a3a69a8dca03580d7b71d8f56413,"gaiam kids stay-n-play balance ball, grey",42.0,22.91,CDW-G
759cde66bacfb3d00b1f9163ce9ff57f,"serta lounger, mini, sky blue",2.0,281.49,Amazon Business
4737819096da1dac72ff5d2a386ecbe0,heavy duty pencil sharpener,43.0,55.9,Amazon Business
451b4cf36123fdf77656af7229d4beef,chair move and store cart,24.0,79.67,Blick Art Materials
988c24c961b1cd2262801c4510435a10,"gaiam kids stay-n-play balance ball, grey",11.0,434.3,CDW-G
e27a984d654821d07fcd9eb1a7cad415,sony mdr zx100 blk headphones,20.0,261.23,Quill.com
ab9099a435a240ae5af305535ec42e08,"serta lounger, mini, sky blue",5.0,268.48,
759cde66bacfb3d00b1f9163ce9ff57f,"gaiam kids stay-n-play balance ball, grey",45.0,348.75,
24933b83757750a9a491f0b2ea1fca65,"gaiam kids stay-n-play balance ball, grey",37.0,353.27,Lakeshore Learning Materials
10f1bc81448aaa9e66b2bc5b50c187fc,crayola washable markers,43.0,169.9,Blick Art Materials
956269f0e5d7b8756dadd6c795a76d79,apple ipad wi-fi 32gb,1.0,383.06,Quill.com
b74d0fb132e706298fadc1a606cb0fb3,crayola washable markers,24.0,287.84,Quill.com
28f49481a0a04dc427209bdf1c11f735,cf520x - giant comfy pillows - set of 4,28.0,83.38,Blick Art Materials
956269f0e5d7b8756dadd6c795a76d79,chair move and store cart,40.0,364.65,Blick Art Materials
f143262fdc5c0eed8da0365bf89897b9,heavy duty pencil sharpener,30.0,198.83,
e27a984d654821d07fcd9eb1a7cad415,chair move and store cart,21.0,384.01,CDW-G
4b0dbb418d5288f1142c3fe860e7a113,heavy duty pencil sharpener,16.0,338.96,Blick Art Materials
beb799193f22faf823bed01d43cf2fde,crayola washable markers,22.0,17.77,Lakeshore Learning Materials
371ecd7b27cd813047229389571aa876,heavy duty pencil sharpener,14.0,162.9,Lakeshore Learning Materials
fc377a4c4a15544dc5e7ce8a3a578a8e,chair move and store cart,39.0,317.03,Lakeshore Learning Materials
9132b63ef16287e4e9c349e03602f8ac,sony mdr zx100 blk headphones,34.0,426.89,CDW-G
759cde66bacfb3d00b1f9163ce9ff57f,crayola washable markers,32.0,252.05,Amazon Business
dc713d960c0fd195c17af08a1745d6d8,heavy duty pencil sharpener,42.0,321.77,Quill.com
23b8c1e9392456de3eb13b9046685257,"gaiam kids stay-n-play balance ball, grey",19.0,103.61,
759cde66bacfb3d00b1f9163ce9ff57f,chair move and store cart,43.0,263.79,Quill.com
9132b63ef16287e4e9c349e03602f8ac,scholastic classroom magazine subscription,23.0,194.35,
9132b63ef16287e4e9c349e03602f8ac,apple ipad wi-fi 32gb,23.0,317.77,Lakeshore Learning Materials
3139d32c93cd59bf5c941cf0dc98d2c1,chair move and store cart,15.0,58.69,Amazon Business
a9488d990bbb259911ce5dd2b45ed1f0,"gaiam kids stay-n-play balance ball, grey",35.0,428.14,
371ecd7b27cd813047229389571aa876,"serta lounger, mini, sky blue",14.0,333.68,Lakeshore Learning Materials
98ae43346c12ace8ae340454cac5b68c,scholastic classroom magazine subscription,39.0,130.93,CDW-G
1a2a73ed562b0f79c37459eef50bea63,chair move and store cart,15.0,165.59,Lakeshore Learning Materials
bdd640fb06671ad11c80317fa3b1799d,scholastic classroom magazine subscription,9.0,127.07,CDW-G
9132b63ef16287e4e9c349e03602f8ac,chair move and store cart,45.0,425.12,
405cacec877409a977d21e02ff01cf99,heavy duty pencil sharpener,7.0,393.36,Blick Art Materials
e2acf72f9e574f7aa0ee89aed453dd32,heavy duty pencil sharpener,31.0,201.01,Amazon Business
972a846916419f828b9d2434e465e150,chair move and store cart,31.0,55.77,CDW-G
ab9099a435a240ae5af305535ec42e08,heavy duty pencil sharpener,5.0,261.77,
972a846916419f828b9d2434e465e150,cf520x - giant comfy pillows - set of 4,10.0,365.96,Lakeshore Learning Materials
9a1de644815ef6d13b8faa1837f8a88b,"serta lounger, mini, sky blue",8.0,253.34,Quill.com
24933b83757750a9a491f0b2ea1fca65,"serta lounger, mini, sky blue",34.0,174.27,Quill.com
3139d32c93cd59bf5c941cf0dc98d2c1,crayola washable markers,20.0,258.04,CDW-G
beb799193f22faf823bed01d43cf2fde,"gaiam kids stay-n-play balance ball, grey",14.0,283.35,Lakeshore Learning Materials
ff50bde4382567b85cabcc97663f1c97,"gaiam kids stay-n-play balance ball, grey",11.0,111.74,Blick Art Materials
17fc695a07a0ca6e0822e8f36c031199,cf520x - giant comfy pillows - set of 4,1.0,186.79,
24933b83757750a9a491f0b2ea1fca65,heavy duty pencil sharpener,19.0,19.52,Lakeshore Learning Materials
28f49481a0a04dc427209bdf1c11f735,chair move and store cart,45.0,387.52,CDW-G
7e570ddf827050a82369b584ff5e9ff0,"serta lounger, mini, sky blue",17.0,355.58,
e27a984d654821d07fcd9eb1a7cad415,"serta lounger, mini, sky blue",28.0,56.08,Amazon Business
956269f0e5d7b8756dadd6c795a76d79,cf520x - giant comfy pillows - set of 4,18.0,372.85,CDW-G
972a846916419f828b9d2434e465e150,cf520x - giant comfy pillows - set of 4,20.0,269.79,Blick Art Materials
e2acf72f9e574f7aa0ee89aed453dd32,heavy duty pencil sharpener,8.0,213.57,Lakeshore Learning Materials
dc713d960c0fd195c17af08a1745d6d8,crayola washable markers,18.0,227.71,Quill.com
3eabedcbbaa80dd488bd64072bcfbe01,"gaiam kids stay-n-play balance ball, grey",39.0,22.74,Quill.com
988c24c961b1cd2262801c4510435a10,apple ipad wi-fi 32gb,39.0,116.41,CDW-G
43b7a3a69a8dca03580d7b71d8f56413,sony mdr zx100 blk headphones,44.0,370.53,Blick Art Materials
bd9c66b3ad3c2d6d1a3d1fa7bc8960a9,cf520x - giant comfy pillows - set of 4,31.0,235.94,Quill.com
4b0dbb418d5288f1142c3fe860e7a113,cf520x - giant comfy pillows - set of 4,38.0,198.97,Quill.com
9a1de644815ef6d13b8faa1837f8a88b,heavy duty pencil sharpener,23.0,186.71,Lakeshore Learning Materials
ff50bde4382567b85cabcc97663f1c97,"gaiam kids stay-n-play balance ball, grey",11.0,151.76,
5304317faf42e12f3838b3268e944239,chair move and store cart,43.0,425.61,Blick Art Materials
bd9c66b3ad3c2d6d1a3d1fa7bc8960a9,heavy duty pencil sharpener,6.0,144.96,Lakeshore Learning Materials
6b65a6a48b8148f6b38a088ca65ed389,crayola washable markers,33.0,372.09,CDW-G
ff50bde4382567b85cabcc97663f1c97,scholastic classroom magazine subscription,30.0,188.9,Amazon Business
ce177b4e0837b8a3d261a7ab3aa2e4f9,apple ipad wi-fi 32gb,40.0,341.62,
3eabedcbbaa80dd488bd64072bcfbe01,sony mdr zx100 blk headphones,14.0,123.84,Amazon Business
e2acf72f9e574f7aa0ee89aed453dd32,heavy duty pencil sharpener,45.0,220.7,CDW-G
bf3c4c06434308bc89fa6a688fb5d27b,"serta lounger, mini, sky blue",11.0,143.28,CDW-G
9132b63ef16287e4e9c349e03602f8ac,crayola washable markers,6.0,104.99,CDW-G
451b4cf36123fdf77656af7229d4beef,"gaiam kids stay-n-play balance ball, grey",42.0,375.3,Quill.com
28f49481a0a04dc427209bdf1c11f735,chair move and store cart,33.0,318.91,Quill.com
b02b61c4a3d70628ece66fa2fd5166e6,heavy duty pencil sharpener,16.0,208.27,Amazon Business
29a3b2e95d65a441d58842dea2bc372f,"serta lounger, mini, sky blue",39.0,231.17,Amazon Business
17fc695a07a0ca6e0822e8f36c031199,chair move and store cart,27.0,156.24,Blick Art Materials
4b0dbb418d5288f1142c3fe860e7a113,sony mdr zx100 blk headphones,19.0,328.09,Blick Art Materials
e27a984d654821d07fcd9eb1a7cad415,heavy duty pencil sharpener,10.0,203.71,Quill.com
ddd1dfb23b982ef8daf61a26146d3f31,apple ipad wi-fi 32gb,36.0,344.48,Quill.com
451b4cf36123fdf77656af7229d4beef,apple ipad wi-fi 32gb,13.0,441.44,Amazon Business
366eb16f508ebad7b7c93acfe059a0ee,crayola washable markers,15.0,385.93,Quill.com
bd9c66b3ad3c2d6d1a3d1fa7bc8960a9,apple ipad wi-fi 32gb,31.0,318.83,Quill.com
29a3b2e95d65a441d58842dea2bc372f,cf520x - giant comfy pillows - set of 4,32.0,434.35,Amazon Business
0e51f30dc6a7ee39c4b032ccd7c524a5,apple ipad wi-fi 32gb,7.0,394.01,Quill.com
b74d0fb132e706298fadc1a606cb0fb3,scholastic classroom magazine subscription,30.0,11.83,Amazon Business
aefcfad8efc89849b3aa7efe4458a885,cf520x - giant comfy pillows - set of 4,5.0,213.92,Lakeshore Learning Materials
fc377a4c4a15544dc5e7ce8a3a578a8e,crayola washable markers,42.0,40.74,Lakeshore Learning Materials
7e570ddf827050a82369b584ff5e9ff0,scholastic classroom magazine subscription,25.0,429.59,
28f49481a0a04dc427209bdf1c11f735,heavy duty pencil sharpener,35.0,20.98,CDW-G
759cde66bacfb3d00b1f9163ce9ff57f,chair move and store cart,15.0,337.31,Quill.com
b74d0fb132e706298fadc1a606cb0fb3,"gaiam kids stay-n-play balance ball, grey",29.0,79.03,Lakeshore Learning Materials
23b8c1e9392456de3eb13b9046685257,sony mdr zx100 blk headphones,21.0,359.28,Lakeshore Learning Materials
ddd1dfb23b982ef8daf61a26146d3f31,apple ipad wi-fi 32gb,28.0,69.78,Blick Art Materials
aefcfad8efc89849b3aa7efe4458a885,cf520x - giant comfy pillows - set of 4,11.0,82.91,Blick Art Materials
29a3b2e95d65a441d58842dea2bc372f,"serta lounger, mini, sky blue",32.0,411.21,Amazon Business
43b7a3a69a8dca03580d7b71d8f56413,heavy duty pencil sharpener,41.0,118.02,Lakeshore Learning Materials
ff50bde4382567b85cabcc97663f1c97,sony mdr zx100 blk headphones,30.0,406.04,
10f1bc81448aaa9e66b2bc5b50c187fc,cf520x - giant comfy pillows - set of 4,5.0,201.57,Lakeshore Learning Materials
e27a984d654821d07fcd9eb1a7cad415,chair move and store cart,41.0,433.1,
ec1b8ca1f91e1d4c1ff49b7889463e85,heavy duty pencil sharpener,20.0,93.65,Quill.com
b02b61c4a3d70628ece66fa2fd5166e6,"gaiam kids stay-n-play balance ball, grey",16.0,174.71,Lakeshore Learning Materials
366eb16f508ebad7b7c93acfe059a0ee,chair move and store cart,45.0,136.38,
ab9099a435a240ae5af305535ec42e08,chair move and store cart,1.0,256.84,
f143262fdc5c0eed8da0365bf89897b9,sony mdr zx100 blk headphones,39.0,336.6,Lakeshore Learning Materials
f143262fdc5c0eed8da0365bf89897b9,"serta lounger, mini, sky blue",39.0,361.86,Amazon Business
bf3c4c06434308bc89fa6a688fb5d27b,"serta lounger, mini, sky blue",40.0,116.53,
f143262fdc5c0eed8da0365bf89897b9,cf520x - giant comfy pillows - set of 4,41.0,48.24,
956269f0e5d7b8756dadd6c795a76d79,sony mdr zx100 blk headphones,20.0,355.93,CDW-G
e27a984d654821d07fcd9eb1a7cad415,apple ipad wi-fi 32gb,9.0,45.11,Lakeshore Learning Materials
a9488d990bbb259911ce5dd2b45ed1f0,crayola washable markers,12.0,94.35,Blick Art Materials
7412b29347294739614ff3d719db3ad0,scholastic classroom magazine subscription,33.0,411.5,Amazon Business
ec1b8ca1f91e1d4c1ff49b7889463e85,heavy duty pencil sharpener,19.0,337.22,Lakeshore Learning Materials
6b65a6a48b8148f6b38a088ca65ed389,heavy duty pencil sharpener,5.0,67.64,Amazon Business
7e570ddf827050a82369b584ff5e9ff0,crayola washable markers,36.0,167.77,Quill.com
bdd640fb06671ad11c80317fa3b1799d,chair move and store cart,35.0,60.0,Lakeshore Learning Materials
7e570ddf827050a82369b584ff5e9ff0,chair move and store cart,38.0,174.56,
7412b29347294739614ff3d719db3ad0,"gaiam kids stay-n-play balance ball, grey",44.0,109.05,CDW-G
beb799193f22faf823bed01d43cf2fde,scholastic classroom magazine subscription,21.0,412.29,Amazon Business
956269f0e5d7b8756dadd6c795a76d79,"gaiam kids stay-n-play balance ball, grey",41.0,371.62,
3139d32c93cd59bf5c941cf0dc98d2c1,crayola washable markers,8.0,67.2,CDW-G
3139d32c93cd59bf5c941cf0dc98d2c1,heavy duty pencil sharpener,8.0,48.25,Blick Art Materials
4737819096da1dac72ff5d2a386ecbe0,crayola washable markers,30.0,170.1,
dc713d960c0fd195c17af08a1745d6d8,scholastic classroom magazine subscription,27.0,266.37,
c241330b01a9e71fde8a774bcf36d58b,crayola washable markers,42.0,49.06,Quill.com
beb799193f22faf823bed01d43cf2fde,crayola washable markers,18.0,19.56,Lakeshore Learning Materials
5be6128e18c267976142ea7d17be3111,heavy duty pencil sharpener,29.0,428.0,Lakeshore Learning Materials
b74d0fb132e706298fadc1a606cb0fb3,apple ipad wi-fi 32gb,35.0,406.25,
ddd1dfb23b982ef8daf61a26146d3f31,sony mdr zx100 blk headphones,26.0,127.77,CDW-G
451b4cf36123fdf77656af7229d4beef,"gaiam kids stay-n-play balance ball, grey",43.0,99.39,
24933b83757750a9a491f0b2ea1fca65,sony mdr zx100 blk headphones,4.0,355.12,Amazon Business
4737819096da1dac72ff5d2a386ecbe0,"serta lounger, mini, sky blue",5.0,374.27,Blick Art Materials
5be6128e18c267976142ea7d17be3111,"serta lounger, mini, sky blue",15.0,151.21,Amazon Business
24933b83757750a9a491f0b2ea1fca65,sony mdr zx100 blk headphones,18.0,386.99,Amazon Business
4737819096da1dac72ff5d2a386ecbe0,scholastic classroom magazine subscription,17.0,360.34,CDW-G
ff50bde4382567b85cabcc97663f1c97,sony mdr zx100 blk headphones,9.0,11.61,Amazon Business
e27a984d654821d07fcd9eb1a7cad415,apple ipad wi-fi 32gb,2.0,82.54,CDW-G
4737819096da1dac72ff5d2a386ecbe0,crayola washable markers,34.0,55.57,CDW-G
b02b61c4a3d70628ece66fa2fd5166e6,heavy duty pencil sharpener,24.0,233.39,CDW-G
3eabedcbbaa80dd488bd64072bcfbe01,scholastic classroom magazine subscription,15.0,425.71,CDW-G
98ae43346c12ace8ae340454cac5b68c,scholastic classroom magazine subscription,20.0,208.83,CDW-G
972a846916419f828b9d2434e465e150,heavy duty pencil sharpener,26.0,194.69,CDW-G
5304317faf42e12f3838b3268e944239,heavy duty pencil sharpener,5.0,405.17,Lakeshore Learning Materials
24933b83757750a9a491f0b2ea1fca65,cf520x - giant comfy pillows - set of 4,5.0,61.16,Blick Art Materials
bf3c4c06434308bc89fa6a688fb5d27b,scholastic classroom magazine subscription,21.0,174.5,Blick Art Materials
